date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:11	299775/299775	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:12%20GMT	https://maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/thang-may-tai-khach-p72.html	(from https://maclift.com.vn/)
14:21:12	295685/295685	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:12%20GMT	https://maclift.com.vn/thang-may-maclift/thang-may-thuc-pham-p71.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/thang-may-thuc-pham-p71.html	(from https://maclift.com.vn/)
14:21:12	102573/102573	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:13%20GMT	https://maclift.com.vn/ct-gioi-thieu-cong-ty.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/ct-gioi-thieu-cong-ty.html	(from https://maclift.com.vn/)
14:21:12	111388/111388	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:13%20GMT	https://maclift.com.vn/san-pham.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/san-pham.html	(from https://maclift.com.vn/)
14:21:13	111606/111606	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:13%20GMT	https://maclift.com.vn/du-an.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/du-an.html	(from https://maclift.com.vn/)
14:21:13	101581/101581	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:14%20GMT	https://maclift.com.vn/tin-tuc.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tin-tuc.html	(from https://maclift.com.vn/)
14:21:13	102982/102982	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:14%20GMT	https://maclift.com.vn/lien-he.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/lien-he.html	(from https://maclift.com.vn/)
14:21:13	178558/178558	---M--	200	added ('OK')	image/png	etag:%222b97e-5e5c706c-c1cd6e7f;;;%22	https://maclift.com.vn/images/config/bgr_intro.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/config/bgr_intro.png	(from https://maclift.com.vn/)
14:21:14	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:15%20GMT	https://maclift.com.vn/gioi-thieu-chung-sb102.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/gioi-thieu-chung-sb102.html	(from https://maclift.com.vn/)
14:21:14	18426/18426	---M--	200	added ('OK')	image/webp	etag:%2247fa-5e63b993-41073360;;;%22	https://maclift.com.vn/images/introduce/resized/intro_1583593875.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/introduce/resized/intro_1583593875.png.webp	(from https://maclift.com.vn/)
14:21:14	309474/309474	---M--	200	added ('OK')	image/png	etag:%224b8e2-5e5c72d7-c1cd6e80;;;%22	https://maclift.com.vn/images/config/bgr_str.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/config/bgr_str.png	(from https://maclift.com.vn/)
14:21:14	22156/22156	---M--	200	added ('OK')	image/webp	etag:%22568c-5e993bfe-c1cedbbc;;;%22	https://maclift.com.vn/images/strengths/compress/anh5_1587100669.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/anh5_1587100669.png.webp	(from https://maclift.com.vn/)
14:21:14	17258/17258	---M--	200	added ('OK')	image/webp	etag:%22436a-5e86bc10-c1cedbc2;;;%22	https://maclift.com.vn/images/strengths/compress/bt4_1585888271.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/bt4_1585888271.png.webp	(from https://maclift.com.vn/)
14:21:15	14860/14860	---M--	200	added ('OK')	image/webp	etag:%223a0c-5ea65ca8-c1cedbba;;;%22	https://maclift.com.vn/images/strengths/compress/anh-chuan_1587961000.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/anh-chuan_1587961000.png.webp	(from https://maclift.com.vn/)
14:21:15	15662/15662	---M--	200	added ('OK')	image/webp	etag:%223d2e-5e86b9ef-c1cedbc0;;;%22	https://maclift.com.vn/images/strengths/compress/bt2_1585887726.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/bt2_1585887726.png.webp	(from https://maclift.com.vn/)
14:21:15	8598/8598	---M--	200	added ('OK')	image/webp	etag:%222196-5e86bb28-c1cedbc4;;;%22	https://maclift.com.vn/images/strengths/compress/bt5_1585888040.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/bt5_1585888040.png.webp	(from https://maclift.com.vn/)
14:21:16	296010/296010	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:16%20GMT	https://maclift.com.vn/thang-may-maclift/thang-may-benh-vien-p70.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/thang-may-benh-vien-p70.html	(from https://maclift.com.vn/)
14:21:16	303432/303432	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:17%20GMT	https://maclift.com.vn/thang-may-maclift/thang-may-tai-hang-p69.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/thang-may-tai-hang-p69.html	(from https://maclift.com.vn/)
14:21:17	48685/48685	---M--	200	added ('OK')	image/png	etag:%22be2d-5e5c72f3-c1cd6e81;;;%22	https://maclift.com.vn/images/config/bgr_str2.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/config/bgr_str2.png	(from https://maclift.com.vn/)
14:21:17	87034/87034	---M--	200	added ('OK')	image/jpeg	etag:%22153fa-5e1b4079-83162336;;;%22	https://maclift.com.vn/images/certification/large/cn1_1554047713_1578844280.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/certification/large/cn1_1554047713_1578844280.jpg	(from https://maclift.com.vn/)
14:21:17	97152/97152	---M--	200	added ('OK')	image/jpeg	etag:%2217b80-5e1b4073-83162338;;;%22	https://maclift.com.vn/images/certification/large/cn2_1554047749_1578844275.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/certification/large/cn2_1554047749_1578844275.jpg	(from https://maclift.com.vn/)
14:21:18	310512/310512	---M--	200	added ('OK')	image/png	etag:%224bcf0-5e5c7309-c1cd6e82;;;%22	https://maclift.com.vn/images/config/bgr_str3.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/config/bgr_str3.png	(from https://maclift.com.vn/)
14:21:18	28550/28550	---M--	200	added ('OK')	image/webp	etag:%226f86-5e5bb604-c1cedbb8;;;%22	https://maclift.com.vn/images/strengths/compress/3_1583068676.jpg.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/3_1583068676.jpg.webp	(from https://maclift.com.vn/)
14:21:18	1021093/1021093	---M--	200	added ('OK')	image/png	etag:%22f94a5-5e1b406c-8316233a;;;%22	https://maclift.com.vn/images/certification/large/cn3_1554047770_1578844268.png	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/certification/large/cn3_1554047770_1578844268.png	(from https://maclift.com.vn/)
14:21:18	22238/22238	---M--	200	added ('OK')	image/webp	etag:%2256de-5e5bb639-c1cedbb4;;;%22	https://maclift.com.vn/images/strengths/compress/2_1583068729.png.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/2_1583068729.png.webp	(from https://maclift.com.vn/)
14:21:18	51732/51732	---M--	200	added ('OK')	image/webp	etag:%22ca14-5e5bb671-c1cedbb0;;;%22	https://maclift.com.vn/images/strengths/compress/1_1583068784.jpg.webp	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/strengths/compress/1_1583068784.jpg.webp	(from https://maclift.com.vn/)
14:21:19	111681/111681	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:20%20GMT	https://maclift.com.vn/danh-gia.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/danh-gia.html	(from https://maclift.com.vn/)
14:21:19	150793/150793	---MCZ	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:20%20GMT	https://maclift.com.vn/tin-moi/luu-y-su-dung-thang-may-gia-dinh-khi-nha-co-tre-nho-n20.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tin-moi/luu-y-su-dung-thang-may-gia-dinh-khi-nha-co-tre-nho-n20.html	(from https://maclift.com.vn/)
14:21:20	148867/148867	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:20%20GMT	https://maclift.com.vn/tin-moi/kich-thuoc-cua-thang-may-bao-nhieu-thi-phu-hop-n19.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tin-moi/kich-thuoc-cua-thang-may-bao-nhieu-thi-phu-hop-n19.html	(from https://maclift.com.vn/)
14:21:20	147977/147977	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:21%20GMT	https://maclift.com.vn/tin-moi/tim-hieu-ve-thang-may-mitsubishi-450kg-n18.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tin-moi/tim-hieu-ve-thang-may-mitsubishi-450kg-n18.html	(from https://maclift.com.vn/)
14:21:20	108164/108164	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:21%20GMT	https://maclift.com.vn/ct-chinh-sach-quy-dinh-chung.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/ct-chinh-sach-quy-dinh-chung.html	(from https://maclift.com.vn/)
14:21:20	101298/101298	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:21%20GMT	https://maclift.com.vn/ct-chinh-sach-bao-hanh.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/ct-chinh-sach-bao-hanh.html	(from https://maclift.com.vn/)
14:21:20	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:21%20GMT	https://maclift.com.vn/hhh	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/hhh	(from https://maclift.com.vn/)
14:21:21	213482/213482	---M-Z	200	added ('OK')	application/x-javascript	etag:%22341ea-6805f0d8-4b465300;gz%22	https://maclift.com.vn/cache/js/3f38705044b0bb7292994a5965cc1595.js?20250421142102	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/cache/js/3f38705044b0bb7292994a5965cc1595d709.js	(from https://maclift.com.vn/)
14:21:21	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:22%20GMT	https://maclift.com.vn/tim-kiem/delecweb.com	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tim-kiem/delecweb.com	(from https://maclift.com.vn/tim-kiem/keyword.html)
14:21:21	18019952/18019952	---M--	200	added ('OK')	application/pdf	etag:%22112f670-5ea9089a-41047edd;;;%22	https://maclift.com.vn/images/download_file/catalogue-libra-english-2019_1556014651_1588136090.pdf	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/download_file/catalogue-libra-english-2019_1556014651_1588136090.pdf	(from https://maclift.com.vn/)
14:21:21	177262/177262	---M--	200	added ('OK')	image/jpeg	etag:%222b46e-5e69fc60-c1cd6e7e;;;%22	https://maclift.com.vn/images/config/bg_br.jpg	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/images/config/bg_br.jpg	(from https://maclift.com.vn/tim-kiem/keyword.html)
14:21:21	1236/1236	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2021%20Apr%202025%2007:21:22%20GMT	https://maclift.com.vn/tim-kiem/hhh	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/tim-kiem/hhh	(from https://maclift.com.vn/tim-kiem/keyword.html)
14:21:22	131916/131916	---M-Z	200	added ('OK')	application/x-javascript	etag:%222034c-6805f1e7-58534c1d;gz%22	https://maclift.com.vn/cache/js/ad00c810f66b3103f48db377c6bad5f7.js?20250421142111	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/cache/js/ad00c810f66b3103f48db377c6bad5f74d54.js	(from https://maclift.com.vn/tim-kiem/keyword.html)
14:21:22	308947/308947	---M-Z	200	added ('OK')	text/html	date:Mon,%2021%20Apr%202025%2007:21:23%20GMT	https://maclift.com.vn/thang-may-maclift/thang-may-gia-dinh-p67.html	C:/My%20Web%20Sites/web_MMM/maclift.com.vn/thang-may-maclift/thang-may-gia-dinh-p67.html	(from https://maclift.com.vn/)
